case,StartTime,CompleteTime,concept:name,org:resource,responsible
137,2022/8/31 7:00,2022/8/31 9:17,Assign seriousness,res2-000001,1
137,2022/8/31 9:17,2022/8/31 10:30,Create SW anomaly,res3-000001,1
137,2022/8/31 10:30,2022/8/31 13:03,Resolve SW anomaly,res4-000001,1
137,2022/8/31 13:03,2022/8/31 15:18,Require upgrade,res5-000001,1
137,2022/8/31 15:18,2022/8/31 15:54,Take in charge ticket,res6-000001,1
137,2022/8/31 15:54,2022/9/1 8:42,Resolve ticket,res9-000001,1
137,2022/9/1 8:42,2022/9/1 9:50,Closed,res10-000001,1
138,2022/9/1 16:05,2022/9/1 16:48,Insert ticket,res1-000001,1
138,2022/9/1 16:48,2022/9/2 11:03,Assign seriousness,res2-000001,1
138,2022/9/2 11:03,2022/9/2 13:45,Create SW anomaly,res3-000001,1
138,2022/9/2 13:45,2022/9/2 16:27,Resolve SW anomaly,res4-000001,1
138,2022/9/2 16:27,2022/9/5 8:19,Require upgrade,res5-000001,1
138,2022/9/5 8:19,2022/9/5 8:53,Take in charge ticket,res6-000001,1
138,2022/9/5 8:53,2022/9/5 10:02,Resolve ticket,res9-000001,1
138,2022/9/5 10:02,2022/9/5 11:17,Closed,res10-000001,1
139,2022/9/5 7:00,2022/9/5 8:38,Insert ticket,res1-000001,1
139,2022/9/5 8:38,2022/9/5 11:12,Assign seriousness,res2-000001,1
139,2022/9/5 11:12,2022/9/5 11:59,Create SW anomaly,res3-000001,1
139,2022/9/5 11:59,2022/9/5 13:18,Resolve SW anomaly,res4-000001,1
139,2022/9/5 13:18,2022/9/5 14:44,Require upgrade,res5-000001,1
139,2022/9/5 14:44,2022/9/5 16:44,Take in charge ticket,res6-000001,1
139,2022/9/5 16:44,2022/9/6 9:44,Resolve ticket,res9-000001,1
139,2022/9/6 9:44,2022/9/6 12:32,Closed,res10-000001,1
140,2022/9/6 7:00,2022/9/6 8:33,Insert ticket,res1-000001,1
140,2022/9/6 8:33,2022/9/6 9:28,Assign seriousness,res2-000001,1
140,2022/9/6 9:28,2022/9/6 11:10,Create SW anomaly,res3-000001,1
140,2022/9/6 11:10,2022/9/6 13:44,Resolve SW anomaly,res4-000001,1
140,2022/9/6 13:44,2022/9/6 14:52,Require upgrade,res5-000001,1
140,2022/9/6 14:52,2022/9/7 7:09,Take in charge ticket,res6-000001,1
140,2022/9/7 7:09,2022/9/7 8:16,Resolve ticket,res9-000001,1
140,2022/9/7 8:16,2022/9/7 9:09,Closed,res10-000001,1
141,2022/9/7 7:00,2022/9/7 10:18,Assign seriousness,res2-000001,1
141,2022/9/7 10:18,2022/9/7 11:19,Create SW anomaly,res3-000001,1
141,2022/9/7 11:19,2022/9/7 14:31,Resolve SW anomaly,res4-000001,1
141,2022/9/7 14:31,2022/9/7 15:26,Require upgrade,res5-000001,1
141,2022/9/7 15:26,2022/9/7 16:55,Take in charge ticket,res6-000001,1
141,2022/9/7 16:55,2022/9/8 7:27,Resolve ticket,res9-000001,1
141,2022/9/8 7:27,2022/9/8 11:17,Closed,res10-000001,1
142,2022/9/8 16:10,2022/9/9 7:57,Insert ticket,res1-000001,1
142,2022/9/9 7:57,2022/9/9 9:47,Assign seriousness,res2-000001,1
142,2022/9/9 9:47,2022/9/9 10:48,Create SW anomaly,res3-000001,1
142,2022/9/9 10:48,2022/9/9 12:10,Resolve SW anomaly,res4-000001,1
142,2022/9/9 12:10,2022/9/9 13:46,Require upgrade,res5-000001,1
142,2022/9/9 13:46,2022/9/9 15:26,Take in charge ticket,res6-000001,1
142,2022/9/9 15:26,2022/9/9 16:48,Resolve ticket,res9-000001,1
142,2022/9/9 16:48,2022/9/12 8:44,Closed,res10-000001,1
143,2022/9/12 7:00,2022/9/12 7:51,Insert ticket,res1-000001,1
143,2022/9/12 7:51,2022/9/12 10:45,Assign seriousness,res2-000001,1
143,2022/9/12 10:45,2022/9/12 11:36,Create SW anomaly,res3-000001,1
143,2022/9/12 11:36,2022/9/12 12:48,Resolve SW anomaly,res4-000001,1
143,2022/9/12 12:48,2022/9/12 13:49,Require upgrade,res5-000001,1
143,2022/9/12 13:49,2022/9/12 14:27,Take in charge ticket,res6-000001,1
143,2022/9/12 14:27,2022/9/12 16:04,Resolve ticket,res9-000001,1
143,2022/9/12 16:04,2022/9/13 7:59,Closed,res10-000001,1
144,2022/9/13 7:00,2022/9/13 8:04,Insert ticket,res1-000001,1
144,2022/9/13 8:04,2022/9/13 8:47,Assign seriousness,res2-000001,1
144,2022/9/13 8:47,2022/9/13 9:50,Create SW anomaly,res3-000001,1
144,2022/9/13 9:50,2022/9/13 12:43,Resolve SW anomaly,res4-000001,1
144,2022/9/13 12:43,2022/9/13 15:19,Require upgrade,res5-000001,1
144,2022/9/13 15:19,2022/9/13 16:20,Take in charge ticket,res6-000001,1
144,2022/9/13 16:20,2022/9/14 8:45,Resolve ticket,res9-000001,1
144,2022/9/14 8:45,2022/9/14 11:32,Closed,res10-000001,1
145,2022/9/14 7:00,2022/9/14 8:31,Insert ticket,res1-000001,1
145,2022/9/14 8:31,2022/9/14 10:12,Assign seriousness,res2-000001,1
145,2022/9/14 10:12,2022/9/14 13:22,Create SW anomaly,res3-000001,1
145,2022/9/14 13:22,2022/9/14 14:46,Resolve SW anomaly,res4-000001,1
145,2022/9/14 14:46,2022/9/14 16:24,Require upgrade,res5-000001,1
145,2022/9/14 16:24,2022/9/15 7:27,Take in charge ticket,res6-000001,1
145,2022/9/15 7:27,2022/9/15 10:05,Resolve ticket,res9-000001,1
145,2022/9/15 10:05,2022/9/15 11:17,Closed,res10-000001,1
146,2022/9/15 16:16,2022/9/16 8:17,Assign seriousness,res2-000001,1
146,2022/9/16 8:17,2022/9/16 11:55,Create SW anomaly,res3-000001,1
146,2022/9/16 11:55,2022/9/16 13:05,Resolve SW anomaly,res4-000001,1
146,2022/9/16 13:05,2022/9/16 13:58,Require upgrade,res5-000001,1
146,2022/9/16 13:58,2022/9/16 16:59,Take in charge ticket,res6-000001,1
146,2022/9/16 16:59,2022/9/19 8:42,Resolve ticket,res9-000001,1
146,2022/9/19 8:42,2022/9/19 13:23,Closed,res10-000001,1
147,2022/9/19 7:00,2022/9/19 9:01,Insert ticket,res1-000001,1
147,2022/9/19 9:01,2022/9/19 12:38,Assign seriousness,res2-000001,1
147,2022/9/19 12:38,2022/9/19 14:07,Create SW anomaly,res3-000001,1
147,2022/9/19 14:07,2022/9/19 15:25,Resolve SW anomaly,res4-000001,1
147,2022/9/19 15:25,2022/9/19 16:13,Require upgrade,res5-000001,1
147,2022/9/19 16:13,2022/9/19 16:51,Take in charge ticket,res6-000001,1
147,2022/9/19 16:51,2022/9/20 8:05,Resolve ticket,res9-000001,1
147,2022/9/20 8:05,2022/9/20 8:44,Closed,res10-000001,1
148,2022/9/20 7:00,2022/9/20 8:55,Insert ticket,res1-000001,1
148,2022/9/20 8:55,2022/9/20 12:36,Assign seriousness,res2-000001,1
148,2022/9/20 12:36,2022/9/20 15:39,Create SW anomaly,res3-000001,1
148,2022/9/20 15:39,2022/9/21 7:44,Require upgrade,res5-000001,1
148,2022/9/21 7:44,2022/9/21 11:17,Take in charge ticket,res6-000001,1
148,2022/9/21 11:17,2022/9/21 13:37,Resolve ticket,res9-000001,1
148,2022/9/21 13:37,2022/9/21 15:44,Closed,res10-000001,1
149,2022/9/21 7:00,2022/9/21 7:14,Insert ticket,res1-000001,1
149,2022/9/21 7:14,2022/9/21 8:35,Assign seriousness,res2-000001,1
149,2022/9/21 11:17,2022/9/21 12:19,Take in charge ticket,res6-000001,1
149,2022/9/21 13:37,2022/9/21 14:53,Resolve ticket,res9-000001,1
149,2022/9/21 15:44,2022/9/22 8:00,Closed,res10-000001,1
150,2022/9/22 16:17,2022/9/23 7:43,Insert ticket,res1-000001,1
150,2022/9/23 7:43,2022/9/23 9:53,Assign seriousness,res2-000001,1
150,2022/9/23 9:53,2022/9/23 11:02,Create SW anomaly,res3-000001,1
150,2022/9/23 11:02,2022/9/23 13:05,Resolve SW anomaly,res4-000001,1
150,2022/9/23 13:05,2022/9/23 14:09,Require upgrade,res5-000001,1
150,2022/9/23 14:09,2022/9/26 8:58,Take in charge ticket,res6-000001,1
150,2022/9/26 8:58,2022/9/26 12:34,Resolve ticket,res9-000001,1
150,2022/9/26 12:34,2022/9/26 14:45,Closed,res10-000001,1
151,2022/9/26 7:00,2022/9/26 8:17,Insert ticket,res1-000001,1
151,2022/9/26 8:17,2022/9/26 10:17,Assign seriousness,res2-000001,1
151,2022/9/26 10:17,2022/9/26 10:53,Create SW anomaly,res3-000001,1
151,2022/9/26 10:53,2022/9/26 11:49,Resolve SW anomaly,res4-000001,1
151,2022/9/26 11:49,2022/9/26 12:37,Require upgrade,res5-000001,1
151,2022/9/26 12:37,2022/9/26 13:43,Take in charge ticket,res6-000001,1
151,2022/9/26 13:43,2022/9/26 15:01,Resolve ticket,res9-000001,1
151,2022/9/26 15:01,2022/9/27 8:03,Closed,res10-000001,1
152,2022/9/27 7:00,2022/9/27 8:16,Insert ticket,res1-000001,1
152,2022/9/27 8:16,2022/9/27 11:26,Assign seriousness,res2-000001,1
152,2022/9/27 11:26,2022/9/27 13:17,Create SW anomaly,res3-000001,1
152,2022/9/27 13:17,2022/9/27 15:17,Resolve SW anomaly,res4-000001,1
152,2022/9/27 15:17,2022/9/27 16:31,Require upgrade,res5-000001,1
152,2022/9/27 16:31,2022/9/28 7:18,Take in charge ticket,res6-000001,1
152,2022/9/28 7:18,2022/9/28 9:20,Resolve ticket,res9-000001,1
152,2022/9/28 9:20,2022/9/28 12:35,Closed,res10-000001,1
153,2022/9/28 7:00,2022/9/28 8:00,Insert ticket,res1-000001,1
153,2022/9/28 8:00,2022/9/28 8:28,Assign seriousness,res2-000001,1
153,2022/9/28 8:28,2022/9/28 9:58,Create SW anomaly,res3-000001,1
153,2022/9/28 9:58,2022/9/28 10:33,Resolve SW anomaly,res4-000001,1
153,2022/9/28 10:33,2022/9/28 11:33,Require upgrade,res5-000001,1
153,2022/9/28 11:33,2022/9/28 13:27,Take in charge ticket,res6-000001,1
153,2022/9/28 13:27,2022/9/28 16:21,Resolve ticket,res9-000001,1
153,2022/9/28 16:21,2022/9/29 7:33,Closed,res10-000001,1
154,2022/9/29 16:25,2022/9/30 7:37,Insert ticket,res1-000001,1
154,2022/9/30 7:37,2022/9/30 8:18,Assign seriousness,res2-000001,1
154,2022/9/30 8:18,2022/9/30 10:14,Create SW anomaly,res3-000001,1
154,2022/9/30 10:14,2022/9/30 11:55,Resolve SW anomaly,res4-000001,1
154,2022/9/30 11:55,2022/9/30 12:24,Require upgrade,res5-000001,1
154,2022/9/30 12:24,2022/9/30 14:08,Take in charge ticket,res6-000001,1
154,2022/9/30 14:08,2022/9/30 15:27,Resolve ticket,res9-000001,1
154,2022/9/30 15:27,2022/10/3 8:51,Closed,res10-000001,1
155,2022/10/3 7:00,2022/10/3 7:01,Insert ticket,res1-000001,1
155,2022/10/3 7:01,2022/10/3 10:34,Assign seriousness,res2-000001,1
155,2022/10/3 10:34,2022/10/3 13:33,Create SW anomaly,res3-000001,1
155,2022/10/3 13:33,2022/10/3 16:09,Resolve SW anomaly,res4-000001,1
155,2022/10/3 16:09,2022/10/4 7:40,Require upgrade,res5-000001,1
155,2022/10/4 7:40,2022/10/4 8:01,Take in charge ticket,res6-000001,1
155,2022/10/4 8:01,2022/10/4 8:19,Resolve ticket,res9-000001,1
155,2022/10/4 8:19,2022/10/4 9:52,Closed,res10-000001,1
156,2022/10/4 7:00,2022/10/4 8:51,Insert ticket,res1-000001,1
156,2022/10/4 8:51,2022/10/4 10:40,Assign seriousness,res2-000001,1
156,2022/10/4 10:40,2022/10/4 11:12,Create SW anomaly,res3-000001,1
156,2022/10/4 11:12,2022/10/4 11:22,Resolve SW anomaly,res4-000001,1
156,2022/10/4 11:22,2022/10/4 12:45,Require upgrade,res5-000001,1
156,2022/10/4 12:45,2022/10/4 13:31,Take in charge ticket,res6-000001,1
156,2022/10/4 13:31,2022/10/4 13:58,Resolve ticket,res9-000001,1
156,2022/10/4 13:58,2022/10/5 7:06,Closed,res10-000001,1
157,2022/10/5 7:00,2022/10/5 7:31,Insert ticket,res1-000001,1
157,2022/10/5 7:31,2022/10/5 9:37,Assign seriousness,res2-000001,1
157,2022/10/5 9:37,2022/10/5 11:40,Require upgrade,res5-000001,1
157,2022/10/5 11:40,2022/10/5 14:20,Take in charge ticket,res6-000001,1
157,2022/10/5 14:20,2022/10/6 8:17,Resolve ticket,res9-000001,1
157,2022/10/6 8:17,2022/10/6 11:35,Closed,res10-000001,1
158,2022/10/6 16:30,2022/10/7 7:31,Insert ticket,res1-000001,1
158,2022/10/7 7:31,2022/10/7 8:36,Assign seriousness,res2-000001,1
158,2022/10/7 8:36,2022/10/7 10:38,Create SW anomaly,res3-000001,1
158,2022/10/7 10:38,2022/10/7 12:27,Resolve SW anomaly,res4-000001,1
158,2022/10/7 12:27,2022/10/7 14:29,Require upgrade,res5-000001,1
158,2022/10/7 14:29,2022/10/7 16:43,Take in charge ticket,res6-000001,1
158,2022/10/7 16:43,2022/10/10 8:01,Resolve ticket,res9-000001,1
158,2022/10/10 8:01,2022/10/10 9:49,Closed,res10-000001,1
159,2022/10/10 7:00,2022/10/10 8:28,Insert ticket,res1-000001,1
159,2022/10/10 8:28,2022/10/10 9:11,Assign seriousness,res2-000001,1
159,2022/10/10 9:11,2022/10/10 10:48,Create SW anomaly,res3-000001,1
159,2022/10/10 10:48,2022/10/10 12:24,Resolve SW anomaly,res4-000001,1
159,2022/10/10 12:24,2022/10/10 13:10,Require upgrade,res5-000001,1
159,2022/10/10 13:10,2022/10/10 14:24,Take in charge ticket,res6-000001,1
159,2022/10/10 14:24,2022/10/11 7:27,Resolve ticket,res9-000001,1
159,2022/10/11 7:27,2022/10/11 9:21,Closed,res10-000001,1
160,2022/10/11 7:00,2022/10/11 9:53,Assign seriousness,res2-000001,1
160,2022/10/11 9:53,2022/10/11 11:32,Create SW anomaly,res3-000001,1
160,2022/10/11 11:32,2022/10/11 13:11,Resolve SW anomaly,res4-000001,1
160,2022/10/11 13:11,2022/10/11 13:34,Require upgrade,res5-000001,1
160,2022/10/11 13:34,2022/10/11 16:27,Take in charge ticket,res6-000001,1
160,2022/10/11 16:27,2022/10/12 8:44,Resolve ticket,res9-000001,1
160,2022/10/12 8:44,2022/10/12 11:42,Closed,res10-000001,1
161,2022/10/12 7:00,2022/10/12 8:05,Insert ticket,res1-000001,1
161,2022/10/12 8:05,2022/10/12 10:02,Assign seriousness,res2-000001,1
161,2022/10/12 10:02,2022/10/12 12:38,Create SW anomaly,res3-000001,1
161,2022/10/12 12:38,2022/10/12 13:14,Resolve SW anomaly,res4-000001,1
161,2022/10/12 13:14,2022/10/12 15:02,Require upgrade,res5-000001,1
161,2022/10/12 15:02,2022/10/12 15:59,Take in charge ticket,res6-000001,1
161,2022/10/12 15:59,2022/10/13 8:44,Resolve ticket,res9-000001,1
161,2022/10/13 8:44,2022/10/13 11:18,Closed,res10-000001,1
162,2022/10/13 16:37,2022/10/14 9:18,Insert ticket,res1-000001,1
162,2022/10/14 9:18,2022/10/14 11:32,Assign seriousness,res2-000001,1
162,2022/10/14 11:32,2022/10/14 12:13,Create SW anomaly,res3-000001,1
162,2022/10/14 12:13,2022/10/14 14:56,Resolve SW anomaly,res4-000001,1
162,2022/10/14 14:56,2022/10/14 16:49,Require upgrade,res5-000001,1
162,2022/10/14 16:49,2022/10/17 7:34,Take in charge ticket,res6-000001,1
162,2022/10/17 7:34,2022/10/17 9:26,Resolve ticket,res9-000001,1
162,2022/10/17 9:26,2022/10/17 11:45,Closed,res10-000001,1
163,2022/10/17 7:00,2022/10/17 9:47,Insert ticket,res1-000001,1
163,2022/10/17 9:47,2022/10/17 12:24,Assign seriousness,res2-000001,1
163,2022/10/17 12:24,2022/10/17 13:34,Require upgrade,res5-000001,1
163,2022/10/17 13:34,2022/10/17 13:58,Take in charge ticket,res6-000001,1
163,2022/10/17 13:58,2022/10/17 14:58,Resolve ticket,res9-000001,1
163,2022/10/17 14:58,2022/10/18 7:14,Closed,res10-000001,1
164,2022/10/18 7:00,2022/10/18 7:51,Insert ticket,res1-000001,1
164,2022/10/18 7:51,2022/10/18 9:59,Assign seriousness,res2-000001,1
164,2022/10/18 9:59,2022/10/18 11:48,Create SW anomaly,res3-000001,1
164,2022/10/18 11:48,2022/10/18 12:52,Resolve SW anomaly,res4-000001,1
164,2022/10/18 12:52,2022/10/18 14:23,Require upgrade,res5-000001,1
164,2022/10/18 14:23,2022/10/18 15:32,Take in charge ticket,res6-000001,1
164,2022/10/18 15:32,2022/10/19 8:31,Resolve ticket,res9-000001,1
164,2022/10/19 8:31,2022/10/19 11:38,Closed,res10-000001,1
165,2022/10/19 7:00,2022/10/19 9:07,Insert ticket,res1-000001,1
165,2022/10/19 9:07,2022/10/19 10:41,Assign seriousness,res2-000001,1
165,2022/10/19 10:41,2022/10/19 12:30,Create SW anomaly,res3-000001,1
165,2022/10/19 12:30,2022/10/19 14:43,Resolve SW anomaly,res4-000001,1
165,2022/10/19 14:43,2022/10/19 15:40,Require upgrade,res5-000001,1
165,2022/10/19 15:40,2022/10/20 7:40,Take in charge ticket,res6-000001,1
165,2022/10/20 7:40,2022/10/20 7:46,Resolve ticket,res9-000001,1
165,2022/10/20 7:46,2022/10/20 10:06,Closed,res10-000001,1
166,2022/10/20 16:44,2022/10/21 8:04,Insert ticket,res1-000001,1
166,2022/10/21 8:04,2022/10/21 11:23,Assign seriousness,res2-000001,1
166,2022/10/21 11:23,2022/10/21 13:53,Create SW anomaly,res3-000001,1
166,2022/10/21 13:53,2022/10/21 16:19,Resolve SW anomaly,res4-000001,1
166,2022/10/21 16:19,2022/10/24 9:06,Require upgrade,res5-000001,1
166,2022/10/24 9:06,2022/10/24 10:25,Take in charge ticket,res6-000001,1
166,2022/10/24 10:25,2022/10/24 11:28,Resolve ticket,res9-000001,1
166,2022/10/24 11:28,2022/10/24 13:20,Closed,res10-000001,1
167,2022/10/24 7:00,2022/10/24 7:02,Insert ticket,res1-000001,1
167,2022/10/24 7:02,2022/10/24 8:31,Assign seriousness,res2-000001,1
167,2022/10/24 8:31,2022/10/24 8:46,Create SW anomaly,res3-000001,1
167,2022/10/24 8:46,2022/10/24 9:29,Resolve SW anomaly,res4-000001,1
167,2022/10/24 9:29,2022/10/24 10:24,Require upgrade,res5-000001,1
167,2022/10/24 10:25,2022/10/24 12:47,Take in charge ticket,res6-000001,1
167,2022/10/24 12:47,2022/10/24 15:01,Resolve ticket,res9-000001,1
167,2022/10/24 15:01,2022/10/25 8:56,Closed,res10-000001,1
168,2022/10/25 7:00,2022/10/25 9:13,Insert ticket,res1-000001,1
168,2022/10/25 9:13,2022/10/25 10:53,Assign seriousness,res2-000001,1
168,2022/10/25 10:53,2022/10/25 12:11,Create SW anomaly,res3-000001,1
168,2022/10/25 12:11,2022/10/25 13:28,Resolve SW anomaly,res4-000001,1
168,2022/10/25 13:28,2022/10/25 15:03,Require upgrade,res5-000001,1
168,2022/10/25 15:03,2022/10/25 15:10,Take in charge ticket,res6-000001,1
168,2022/10/25 15:10,2022/10/26 7:06,Resolve ticket,res9-000001,1
168,2022/10/26 7:06,2022/10/26 10:02,Closed,res10-000001,1
169,2022/10/26 7:00,2022/10/26 7:44,Insert ticket,res1-000001,1
169,2022/10/26 7:44,2022/10/26 9:02,Assign seriousness,res2-000001,1
169,2022/10/26 9:02,2022/10/26 12:36,Create SW anomaly,res3-000001,1
169,2022/10/26 12:36,2022/10/26 14:42,Resolve SW anomaly,res4-000001,1
169,2022/10/26 14:42,2022/10/26 15:16,Require upgrade,res5-000001,1
169,2022/10/26 15:16,2022/10/27 8:41,Take in charge ticket,res6-000001,1
169,2022/10/27 8:41,2022/10/27 10:42,Resolve ticket,res9-000001,1
169,2022/10/27 10:42,2022/10/27 13:07,Closed,res10-000001,1
170,2022/10/27 16:49,2022/10/28 8:06,Insert ticket,res1-000001,1
170,2022/10/28 8:06,2022/10/28 10:13,Assign seriousness,res2-000001,1
170,2022/10/28 10:13,2022/10/28 10:30,Create SW anomaly,res3-000001,1
170,2022/10/28 10:30,2022/10/28 10:56,Resolve SW anomaly,res4-000001,1
170,2022/10/28 10:56,2022/10/28 12:00,Require upgrade,res5-000001,1
170,2022/10/28 12:00,2022/10/28 12:50,Take in charge ticket,res6-000001,1
170,2022/10/28 12:50,2022/10/28 14:43,Resolve ticket,res9-000001,1
170,2022/10/28 14:43,2022/10/28 16:39,Closed,res10-000001,1
171,2022/10/31 8:00,2022/10/31 12:59,Assign seriousness,res2-000001,1
171,2022/10/31 12:59,2022/10/31 13:45,Create SW anomaly,res3-000001,1
171,2022/10/31 13:45,2022/10/31 15:27,Resolve SW anomaly,res4-000001,1
171,2022/10/31 15:27,2022/10/31 16:59,Require upgrade,res5-000001,1
171,2022/10/31 16:59,2022/10/31 17:07,Take in charge ticket,res6-000001,1
171,2022/10/31 17:07,2022/11/1 8:59,Resolve ticket,res9-000001,1
171,2022/11/1 8:59,2022/11/1 10:00,Closed,res10-000001,1
172,2022/11/1 8:00,2022/11/1 8:59,Insert ticket,res1-000001,1
172,2022/11/1 8:59,2022/11/1 10:46,Assign seriousness,res2-000001,1
172,2022/11/1 10:46,2022/11/1 11:55,Create SW anomaly,res3-000001,1
172,2022/11/1 11:55,2022/11/1 13:06,Resolve SW anomaly,res4-000001,1
172,2022/11/1 13:06,2022/11/1 16:26,Require upgrade,res5-000001,1
172,2022/11/1 16:26,2022/11/1 17:26,Take in charge ticket,res6-000001,1
172,2022/11/1 17:26,2022/11/2 10:40,Resolve ticket,res9-000001,1
172,2022/11/2 10:40,2022/11/2 13:48,Closed,res10-000001,1
173,2022/11/2 8:00,2022/11/2 11:21,Insert ticket,res1-000001,1
173,2022/11/2 11:21,2022/11/2 12:45,Assign seriousness,res2-000001,1
173,2022/11/2 12:45,2022/11/2 14:55,Require upgrade,res5-000001,1
173,2022/11/2 14:55,2022/11/2 16:16,Take in charge ticket,res6-000001,1
173,2022/11/2 16:16,2022/11/2 17:54,Resolve ticket,res9-000001,1
173,2022/11/2 17:54,2022/11/3 8:21,Closed,res10-000001,1
174,2022/11/4 8:00,2022/11/4 9:04,Insert ticket,res1-000001,1
174,2022/11/4 9:04,2022/11/4 12:36,Assign seriousness,res2-000001,1
174,2022/11/4 12:36,2022/11/4 13:36,Create SW anomaly,res3-000001,1
174,2022/11/4 13:36,2022/11/4 15:05,Resolve SW anomaly,res4-000001,1
174,2022/11/4 15:05,2022/11/4 16:16,Require upgrade,res5-000001,1
174,2022/11/4 16:16,2022/11/7 8:28,Take in charge ticket,res6-000001,1
174,2022/11/7 8:28,2022/11/7 11:09,Resolve ticket,res9-000001,1
174,2022/11/7 11:09,2022/11/7 12:33,Closed,res10-000001,1
175,2022/11/7 8:00,2022/11/7 9:44,Insert ticket,res1-000001,1
175,2022/11/7 9:44,2022/11/7 10:24,Assign seriousness,res2-000001,1
175,2022/11/7 10:24,2022/11/7 14:33,Take in charge ticket,res6-000001,1
175,2022/11/7 14:33,2022/11/7 15:36,Resolve ticket,res9-000001,1
175,2022/11/7 15:36,2022/11/8 8:07,Closed,res10-000001,1
176,2022/11/8 8:00,2022/11/8 8:14,Insert ticket,res1-000001,1
176,2022/11/8 8:14,2022/11/8 11:04,Assign seriousness,res2-000001,1
176,2022/11/8 11:04,2022/11/8 12:48,Create SW anomaly,res3-000001,1
176,2022/11/8 12:48,2022/11/8 14:52,Resolve SW anomaly,res4-000001,1
176,2022/11/8 14:52,2022/11/8 17:04,Require upgrade,res5-000001,1
176,2022/11/8 17:04,2022/11/9 8:45,Take in charge ticket,res6-000001,1
176,2022/11/9 8:45,2022/11/9 11:28,Resolve ticket,res9-000001,1
176,2022/11/9 11:28,2022/11/9 14:38,Closed,res10-000001,1
177,2022/11/9 8:00,2022/11/9 11:09,Insert ticket,res1-000001,1
177,2022/11/9 11:09,2022/11/9 12:50,Assign seriousness,res2-000001,1
177,2022/11/9 12:50,2022/11/9 14:06,Create SW anomaly,res3-000001,1
177,2022/11/9 14:06,2022/11/9 15:23,Resolve SW anomaly,res4-000001,1
177,2022/11/9 15:23,2022/11/9 17:31,Require upgrade,res5-000001,1
177,2022/11/9 17:31,2022/11/10 8:06,Take in charge ticket,res6-000001,1
177,2022/11/10 8:06,2022/11/10 10:45,Resolve ticket,res9-000001,1
177,2022/11/10 10:45,2022/11/10 12:26,Closed,res10-000001,1
178,2022/11/11 8:00,2022/11/11 12:45,Insert ticket,res1-000001,1
178,2022/11/11 12:45,2022/11/11 13:17,Assign seriousness,res2-000001,1
178,2022/11/11 13:17,2022/11/11 15:56,Create SW anomaly,res3-000001,1
178,2022/11/11 15:56,2022/11/14 8:05,Resolve SW anomaly,res4-000001,1
178,2022/11/14 8:05,2022/11/14 9:08,Require upgrade,res5-000001,1
178,2022/11/14 9:08,2022/11/14 10:27,Take in charge ticket,res6-000001,1
178,2022/11/14 10:27,2022/11/14 11:15,Resolve ticket,res9-000001,1
178,2022/11/14 11:15,2022/11/14 13:22,Closed,res10-000001,1
179,2022/11/14 8:00,2022/11/14 9:27,Assign seriousness,res2-000001,1
179,2022/11/14 9:27,2022/11/14 12:50,Create SW anomaly,res3-000001,1
179,2022/11/14 12:50,2022/11/14 13:48,Resolve SW anomaly,res4-000001,1
179,2022/11/14 13:48,2022/11/14 14:47,Require upgrade,res5-000001,1
179,2022/11/14 14:47,2022/11/14 17:12,Take in charge ticket,res6-000001,1
179,2022/11/14 17:12,2022/11/15 10:14,Resolve ticket,res9-000001,1
179,2022/11/15 10:14,2022/11/15 11:28,Closed,res10-000001,1
180,2022/11/15 8:00,2022/11/15 11:39,Insert ticket,res1-000001,1
180,2022/11/15 11:39,2022/11/15 13:46,Assign seriousness,res2-000001,1
